Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
03-06-2023,S003,P0005,Electronics,East,487,56,33,45.59,71.6,5.25,Snowy,0,68.09,Summer
14-08-2023,S004,P0003,Toys,West,424,209,7,218.98,27.17,5.8,Rainy,0,24.92,Summer
27-08-2023,S004,P0006,Furniture,West,178,63,81,58.08,168.29,49.17,Rainy,0,158.88,Summer
15-06-2023,S004,P0013,Toys,West,216,164,126,143.86,25.07,4.39,Cloudy,0,24.0,Summer
12-06-2023,S005,P0001,Groceries,North,53,29,139,32.47,32.22,3.73,Cloudy,0,30.88,Summer
19-06-2023,S001,P0011,Furniture,North,348,296,76,238.8,118.6,8.06,Snowy,0,120.31,Summer
01-06-2023,S004,P0010,Clothing,West,443,276,67,266.7,46.57,6.24,Snowy,1,49.03,Summer
18-08-2023,S001,P0013,Toys,North,497,320,93,286.02,26.05,6.75,Rainy,0,23.93,Summer
28-08-2023,S001,P0012,Clothing,North,164,105,101,91.33,90.62,21.72,Rainy,0,95.18,Summer
29-11-2023,S005,P0001,Groceries,North,410,47,143,56.28,34.86,10.45,Snowy,1,37.08,Autumn
11-02-2022,S005,P0002,Toys,North,203,106,150,90.63,61.06,14.02,Sunny,1,60.52,Winter
05-03-2023,S005,P0002,Toys,North,461,321,78,271.66,62.81,2.44,Rainy,0,67.64,Spring
04-02-2023,S001,P0017,Toys,North,445,97,94,100.47,20.52,5.26,Cloudy,1,22.56,Winter
18-08-2023,S002,P0009,Groceries,South,499,7,101,7.18,15.41,0.13,Snowy,0,15.14,Summer
11-06-2022,S005,P0011,Furniture,North,374,43,147,41.67,118.55,16.16,Rainy,1,119.79,Summer
26-05-2022,S004,P0010,Clothing,West,230,7,12,7.89,43.98,4.16,Cloudy,0,41.61,Spring
01-04-2023,S001,P0014,Electronics,North,320,44,86,41.01,207.48,13.08,Snowy,0,198.31,Spring
17-03-2022,S004,P0001,Groceries,West,58,7,107,6.03,34.69,5.3,Sunny,1,32.27,Spring
30-06-2023,S003,P0007,Groceries,East,381,156,84,165.82,4.07,0.35,Rainy,0,4.12,Summer
09-02-2023,S005,P0020,Clothing,North,289,203,8,196.49,71.56,15.5,Snowy,0,72.32,Winter
30-06-2022,S003,P0002,Toys,East,298,224,110,252.08,61.87,18.24,Rainy,0,58.89,Summer
03-04-2022,S004,P0019,Electronics,West,171,19,34,21.86,523.28,105.91,Rainy,0,550.57,Spring
18-04-2023,S004,P0005,Electronics,West,109,24,132,22.96,72.85,9.63,Sunny,0,79.16,Spring
22-11-2022,S002,P0017,Toys,South,314,198,120,181.08,19.79,2.99,Rainy,0,19.07,Autumn
28-09-2022,S002,P0018,Groceries,South,118,95,147,94.38,8.79,1.3,Cloudy,0,7.93,Autumn
11-06-2023,S001,P0015,Clothing,North,217,82,145,93.54,55.76,13.58,Sunny,1,51.86,Summer
28-12-2023,S003,P0017,Toys,East,295,220,6,243.54,20.36,0.63,Sunny,0,19.58,Winter
23-02-2022,S003,P0003,Toys,East,357,12,53,14.06,26.91,3.84,Rainy,1,26.72,Winter
31-03-2022,S001,P0001,Groceries,North,252,33,83,32.39,34.12,3.0,Sunny,0,37.25,Spring
31-12-2023,S003,P0020,Clothing,East,350,22,81,22.34,68.54,18.83,Snowy,0,71.3,Winter
15-12-2023,S005,P0015,Clothing,North,225,9,26,10.64,52.52,15.42,Cloudy,0,51.4,Winter
25-12-2023,S002,P0019,Electronics,South,304,20,76,19.25,492.94,142.55,Sunny,0,505.85,Winter
06-05-2022,S003,P0017,Toys,East,471,452,148,527.36,20.86,4.59,Cloudy,1,20.11,Spring
22-10-2023,S004,P0020,Clothing,West,348,216,68,192.92,69.75,15.96,Cloudy,0,64.13,Autumn
20-12-2023,S004,P0001,Groceries,West,225,132,103,141.47,33.42,9.29,Cloudy,0,33.5,Winter
18-10-2022,S001,P0019,Electronics,North,249,176,82,161.94,499.93,73.62,Rainy,0,548.06,Autumn
22-02-2023,S002,P0020,Clothing,South,320,63,81,64.84,70.94,12.4,Sunny,0,72.61,Winter
10-02-2023,S004,P0010,Clothing,West,210,58,112,67.13,45.69,7.97,Snowy,0,45.4,Winter
03-11-2022,S004,P0019,Electronics,West,320,152,68,157.18,513.51,127.31,Rainy,0,469.79,Autumn
08-03-2023,S003,P0010,Clothing,East,401,364,48,297.0,45.15,1.9,Snowy,0,41.48,Spring
10-12-2023,S004,P0008,Electronics,West,215,48,100,51.95,281.91,27.2,Sunny,1,259.77,Winter
05-02-2022,S003,P0015,Clothing,East,56,52,141,55.28,53.12,2.65,Cloudy,0,53.82,Winter
13-08-2023,S003,P0003,Toys,East,87,79,93,81.19,27.32,0.26,Rainy,0,26.4,Summer
11-06-2022,S003,P0005,Electronics,East,455,68,72,56.72,73.81,4.12,Sunny,1,80.72,Summer
06-06-2023,S002,P0001,Groceries,South,83,19,139,17.12,33.71,2.5,Snowy,0,36.03,Summer
06-01-2023,S001,P0019,Electronics,North,287,63,1,56.85,500.72,4.22,Cloudy,0,501.0,Winter
13-04-2022,S002,P0016,Furniture,South,143,11,100,10.65,249.25,68.82,Cloudy,0,264.0,Spring
14-11-2023,S004,P0008,Electronics,West,371,242,133,211.84,289.39,19.87,Rainy,1,269.72,Autumn
10-06-2023,S004,P0013,Toys,West,242,171,142,204.25,24.76,4.88,Snowy,0,24.03,Summer
10-03-2023,S005,P0017,Toys,North,483,425,42,484.15,20.52,2.84,Snowy,0,19.58,Spring
05-10-2022,S005,P0005,Electronics,North,203,130,148,121.59,73.44,17.0,Sunny,0,72.27,Autumn
15-11-2023,S004,P0015,Clothing,West,150,55,117,64.81,52.69,10.84,Rainy,0,53.52,Autumn
30-11-2022,S001,P0005,Electronics,North,265,82,141,84.27,76.99,14.39,Snowy,1,70.84,Autumn
14-06-2022,S002,P0006,Furniture,South,389,131,52,146.09,180.68,9.01,Cloudy,1,197.91,Summer
22-09-2022,S001,P0009,Groceries,North,271,221,143,235.61,15.72,0.78,Snowy,0,16.43,Autumn
16-02-2023,S004,P0015,Clothing,West,147,118,19,95.73,56.01,9.64,Rainy,1,58.7,Winter
26-12-2022,S002,P0004,Clothing,South,485,459,51,510.18,32.08,7.85,Cloudy,0,33.87,Winter
24-05-2022,S001,P0001,Groceries,North,344,39,80,39.34,33.76,7.81,Snowy,0,31.71,Spring
24-12-2022,S001,P0003,Toys,North,468,104,1,123.6,28.38,1.29,Rainy,1,26.82,Winter
10-03-2022,S002,P0003,Toys,South,242,161,95,192.12,28.01,7.89,Rainy,0,26.4,Spring
25-01-2022,S004,P0006,Furniture,West,229,50,39,41.09,174.63,38.84,Snowy,0,191.93,Winter
02-07-2023,S003,P0013,Toys,East,224,71,134,68.6,26.21,1.37,Rainy,0,25.03,Summer
13-09-2022,S002,P0011,Furniture,South,269,80,96,87.8,116.46,26.4,Cloudy,0,116.0,Autumn
23-03-2022,S004,P0020,Clothing,West,278,8,132,9.46,72.52,14.67,Snowy,0,69.45,Spring
18-05-2023,S003,P0006,Furniture,East,225,54,139,62.2,174.65,50.88,Snowy,1,168.75,Spring
30-09-2022,S001,P0005,Electronics,North,250,206,34,241.64,72.31,6.91,Snowy,0,79.41,Autumn
23-07-2022,S001,P0007,Groceries,North,314,308,107,299.6,3.94,1.16,Snowy,0,4.1,Summer
29-07-2022,S005,P0010,Clothing,North,179,123,73,113.21,46.41,10.19,Cloudy,0,48.22,Summer
02-08-2023,S001,P0008,Electronics,North,71,24,37,23.03,289.42,54.61,Cloudy,0,309.78,Summer
02-03-2022,S001,P0016,Furniture,North,307,156,26,182.86,253.55,26.29,Sunny,0,251.84,Spring
01-07-2022,S001,P0008,Electronics,North,266,207,95,217.22,298.22,34.91,Sunny,0,287.8,Summer
22-07-2022,S005,P0015,Clothing,North,267,137,144,163.28,54.85,12.26,Cloudy,0,58.63,Summer
16-12-2023,S005,P0018,Groceries,North,323,161,68,130.56,8.3,1.22,Sunny,0,7.97,Winter
24-02-2023,S002,P0004,Clothing,South,178,100,59,117.67,31.32,0.73,Sunny,0,31.21,Winter
17-12-2022,S003,P0004,Clothing,East,206,64,73,65.0,32.48,2.62,Cloudy,0,31.49,Winter
26-02-2022,S002,P0002,Toys,South,421,135,72,128.4,64.17,8.14,Cloudy,0,62.5,Winter
23-09-2022,S005,P0015,Clothing,North,259,208,75,184.42,56.02,7.21,Cloudy,0,54.03,Autumn
16-07-2023,S001,P0002,Toys,North,308,250,104,269.63,60.65,7.87,Sunny,0,61.46,Summer
01-06-2022,S002,P0002,Toys,South,114,22,39,17.81,63.28,4.55,Snowy,0,63.82,Summer
23-01-2023,S001,P0014,Electronics,North,119,37,48,36.33,200.27,56.41,Sunny,0,218.92,Winter
12-12-2022,S003,P0011,Furniture,East,188,104,46,117.23,121.86,28.74,Cloudy,0,127.0,Winter
22-05-2023,S005,P0016,Furniture,North,338,250,20,205.99,240.14,71.05,Rainy,0,254.6,Spring
15-07-2022,S004,P0020,Clothing,West,355,79,150,91.53,75.01,22.26,Snowy,0,80.09,Summer
04-03-2023,S005,P0002,Toys,North,177,136,2,120.07,64.59,15.08,Sunny,0,62.76,Spring
23-10-2023,S005,P0018,Groceries,North,98,16,62,15.4,8.23,1.53,Cloudy,0,7.5,Autumn
04-12-2023,S004,P0014,Electronics,West,165,102,107,116.56,204.32,54.72,Cloudy,0,218.24,Winter
28-06-2022,S001,P0011,Furniture,North,378,50,134,46.37,121.45,9.08,Snowy,0,113.81,Summer
30-08-2022,S005,P0003,Toys,North,213,32,101,35.3,28.37,3.29,Sunny,0,27.22,Summer
21-02-2023,S005,P0001,Groceries,North,171,23,143,25.29,32.62,0.68,Rainy,1,33.22,Winter
07-09-2023,S003,P0020,Clothing,East,430,233,11,205.56,73.4,6.62,Snowy,1,75.28,Autumn
13-01-2023,S005,P0004,Clothing,North,76,48,139,40.91,34.22,1.13,Rainy,0,37.56,Winter
12-02-2022,S005,P0016,Furniture,North,476,180,146,151.23,260.39,74.83,Sunny,0,283.08,Winter
22-06-2023,S002,P0007,Groceries,South,60,56,22,47.53,3.93,0.97,Rainy,0,4.16,Summer
13-05-2022,S002,P0007,Groceries,South,215,43,29,37.46,3.97,0.64,Rainy,1,4.09,Spring
02-12-2023,S002,P0014,Electronics,South,87,12,18,12.09,205.9,59.37,Cloudy,0,190.56,Winter
16-11-2022,S001,P0005,Electronics,North,221,158,63,156.13,70.24,7.18,Sunny,0,63.5,Autumn
05-02-2022,S002,P0010,Clothing,South,145,137,72,144.61,45.11,5.34,Sunny,0,48.62,Winter
30-11-2023,S003,P0001,Groceries,East,438,109,131,88.57,33.58,1.65,Cloudy,0,32.74,Autumn
10-07-2022,S005,P0009,Groceries,North,152,44,126,38.31,15.23,0.38,Cloudy,0,16.0,Summer
02-10-2022,S002,P0006,Furniture,South,147,141,94,136.12,174.8,8.82,Snowy,0,157.5,Autumn
22-12-2023,S002,P0018,Groceries,South,202,167,12,158.71,8.72,2.27,Cloudy,1,8.37,Winter
01-02-2023,S003,P0019,Electronics,East,85,59,75,57.67,489.91,118.47,Cloudy,0,465.94,Winter
22-05-2022,S002,P0018,Groceries,South,449,12,47,10.19,8.34,2.06,Cloudy,0,8.76,Spring
17-07-2022,S002,P0007,Groceries,South,129,92,40,107.64,3.81,0.83,Rainy,0,3.72,Summer
02-09-2023,S003,P0007,Groceries,East,208,165,56,136.89,4.1,0.08,Snowy,1,3.98,Autumn
03-10-2023,S002,P0006,Furniture,South,430,109,85,123.31,178.63,35.98,Sunny,0,189.01,Autumn
28-12-2022,S003,P0012,Clothing,East,451,356,121,380.29,85.14,24.69,Snowy,0,82.45,Winter
06-10-2022,S002,P0013,Toys,South,98,86,54,91.77,24.96,1.86,Rainy,0,27.05,Autumn
24-06-2022,S005,P0020,Clothing,North,231,53,106,56.91,73.49,0.46,Snowy,1,74.89,Summer
30-09-2022,S003,P0016,Furniture,East,404,306,95,344.47,262.36,11.0,Sunny,0,258.22,Autumn
24-11-2022,S004,P0009,Groceries,West,357,293,60,273.63,15.05,0.72,Cloudy,0,15.94,Autumn
05-05-2023,S001,P0019,Electronics,North,231,41,19,41.28,486.76,0.85,Sunny,0,514.54,Spring
28-07-2022,S001,P0002,Toys,North,433,369,52,345.03,65.99,6.76,Rainy,0,63.04,Summer
31-01-2022,S005,P0005,Electronics,North,181,66,35,78.42,75.46,5.25,Cloudy,0,68.73,Winter
12-04-2022,S001,P0020,Clothing,North,244,127,135,126.14,72.82,7.45,Cloudy,0,71.38,Spring
03-11-2022,S002,P0004,Clothing,South,245,122,93,119.55,31.54,0.08,Rainy,0,30.41,Autumn
11-01-2023,S001,P0007,Groceries,North,245,195,109,228.84,3.81,1.05,Sunny,0,4.03,Winter
08-05-2022,S002,P0009,Groceries,South,164,118,103,116.16,14.38,1.3,Sunny,0,14.61,Spring
05-05-2023,S002,P0001,Groceries,South,118,116,130,116.51,32.22,3.71,Cloudy,0,34.99,Spring
02-03-2022,S003,P0016,Furniture,East,308,91,32,90.68,248.79,28.9,Sunny,0,227.01,Spring
06-02-2023,S002,P0019,Electronics,South,395,136,91,136.01,500.33,146.43,Cloudy,0,457.58,Winter
05-10-2023,S002,P0014,Electronics,South,426,402,91,421.84,192.34,39.33,Cloudy,0,193.98,Autumn
31-08-2023,S002,P0010,Clothing,South,78,55,24,61.28,43.49,6.91,Cloudy,0,47.59,Summer
06-07-2023,S004,P0006,Furniture,West,76,71,111,74.79,167.28,29.51,Snowy,0,157.57,Summer
28-04-2022,S005,P0018,Groceries,North,190,144,100,117.0,8.66,1.7,Cloudy,0,9.2,Spring
28-02-2022,S003,P0005,Electronics,East,288,70,68,61.75,73.75,19.81,Cloudy,1,70.98,Winter
15-12-2022,S005,P0004,Clothing,North,78,32,125,32.34,31.62,0.83,Cloudy,0,30.29,Winter
23-12-2022,S005,P0003,Toys,North,400,41,22,35.45,28.72,8.28,Cloudy,0,30.45,Winter
19-01-2022,S004,P0013,Toys,West,277,129,80,123.4,23.93,1.61,Cloudy,0,25.63,Winter
23-04-2022,S004,P0008,Electronics,West,499,229,122,262.46,300.09,85.11,Snowy,0,327.1,Spring
11-02-2022,S003,P0005,Electronics,East,316,81,118,70.42,74.7,7.09,Cloudy,0,71.43,Winter
17-11-2022,S004,P0005,Electronics,West,244,231,59,277.04,75.46,18.92,Snowy,0,79.69,Autumn
17-08-2022,S004,P0012,Clothing,West,300,263,44,214.92,86.54,7.53,Sunny,0,80.99,Summer
11-05-2023,S005,P0006,Furniture,North,113,34,124,40.4,183.49,3.11,Sunny,0,190.83,Spring
21-05-2022,S005,P0016,Furniture,North,208,84,11,99.98,243.25,57.92,Snowy,0,267.3,Spring
24-01-2023,S002,P0012,Clothing,South,245,113,12,107.58,84.12,9.32,Snowy,0,87.03,Winter
03-09-2023,S002,P0013,Toys,South,121,78,130,87.38,24.62,4.9,Snowy,1,26.11,Autumn
24-09-2023,S001,P0001,Groceries,North,136,107,60,105.4,32.67,5.4,Sunny,0,34.87,Autumn
18-12-2022,S005,P0002,Toys,North,247,192,129,210.54,64.31,12.19,Sunny,1,61.8,Winter
19-11-2022,S001,P0017,Toys,North,402,31,26,25.68,20.32,0.36,Sunny,0,18.54,Autumn
09-11-2022,S005,P0014,Electronics,North,182,86,81,76.32,207.67,39.25,Cloudy,0,188.59,Autumn
07-09-2023,S001,P0007,Groceries,North,418,82,29,72.04,4.07,1.21,Cloudy,0,4.22,Autumn
03-02-2022,S004,P0005,Electronics,West,75,39,26,31.7,74.58,14.23,Cloudy,0,74.75,Winter
20-03-2023,S005,P0009,Groceries,North,477,326,34,269.21,14.28,3.58,Snowy,0,14.19,Spring
10-02-2023,S002,P0020,Clothing,South,142,102,70,94.79,68.7,4.18,Rainy,0,67.94,Winter
18-03-2022,S004,P0017,Toys,West,412,147,51,158.8,20.61,4.61,Sunny,0,22.07,Spring
28-12-2023,S005,P0015,Clothing,North,207,122,125,133.07,57.68,9.74,Rainy,0,53.48,Winter
23-10-2022,S002,P0006,Furniture,South,469,24,97,26.01,175.62,11.64,Sunny,0,165.16,Autumn
05-08-2023,S003,P0011,Furniture,East,61,54,82,60.76,124.66,15.17,Sunny,0,113.63,Summer
17-06-2022,S003,P0004,Clothing,East,363,109,115,107.07,33.48,2.43,Snowy,0,34.79,Summer
26-05-2023,S001,P0016,Furniture,North,319,299,135,254.1,259.8,10.66,Sunny,0,235.81,Spring
14-09-2022,S001,P0019,Electronics,North,87,54,63,58.09,490.71,145.98,Rainy,0,486.27,Autumn
09-03-2023,S004,P0006,Furniture,West,189,136,82,143.04,183.64,9.86,Cloudy,0,188.43,Spring
18-08-2022,S001,P0016,Furniture,North,391,137,39,129.31,241.33,40.84,Cloudy,0,231.07,Summer
19-05-2022,S005,P0014,Electronics,North,322,248,99,239.76,205.06,2.06,Sunny,1,200.31,Spring
18-11-2022,S003,P0018,Groceries,East,65,59,53,63.27,8.69,1.89,Rainy,0,9.35,Autumn
22-08-2023,S003,P0016,Furniture,East,229,42,10,34.8,250.1,22.4,Rainy,0,235.35,Summer
11-09-2022,S003,P0018,Groceries,East,306,224,119,201.83,8.53,1.5,Rainy,0,8.94,Autumn
14-11-2022,S005,P0011,Furniture,North,467,83,113,95.05,115.21,12.11,Snowy,0,122.31,Autumn
14-10-2022,S003,P0005,Electronics,East,177,48,7,42.0,76.17,11.96,Sunny,1,73.9,Autumn
14-05-2023,S004,P0013,Toys,West,460,246,144,219.7,26.11,1.48,Cloudy,1,24.02,Spring
10-01-2022,S001,P0020,Clothing,North,369,23,27,22.99,71.26,20.23,Sunny,1,65.01,Winter
15-04-2022,S004,P0019,Electronics,West,412,361,119,289.91,498.49,24.36,Sunny,0,540.67,Spring
13-10-2023,S003,P0011,Furniture,East,495,329,22,275.02,124.78,6.05,Cloudy,0,130.66,Autumn
17-11-2023,S002,P0005,Electronics,South,416,412,88,418.98,75.85,14.02,Cloudy,1,72.3,Autumn
24-04-2023,S001,P0008,Electronics,North,414,167,150,149.08,290.4,54.37,Rainy,1,314.51,Spring
02-06-2023,S005,P0003,Toys,North,194,164,57,141.28,28.26,0.77,Rainy,0,25.59,Summer
05-10-2023,S001,P0013,Toys,North,234,37,11,42.91,24.5,3.03,Rainy,0,23.7,Autumn
27-06-2022,S004,P0010,Clothing,West,394,15,42,15.49,46.64,5.71,Sunny,0,46.7,Summer
06-08-2023,S002,P0006,Furniture,South,258,117,145,103.75,175.27,36.64,Rainy,0,175.4,Summer
31-08-2023,S001,P0002,Toys,North,254,115,80,104.22,65.35,16.62,Rainy,0,69.03,Summer
12-04-2022,S004,P0013,Toys,West,395,47,91,55.07,26.14,4.29,Rainy,1,25.02,Spring
26-04-2023,S003,P0019,Electronics,East,257,239,39,245.5,516.44,49.4,Sunny,0,562.68,Spring
23-08-2022,S001,P0014,Electronics,North,226,175,68,153.52,197.99,20.23,Cloudy,0,190.86,Summer
19-10-2022,S003,P0013,Toys,East,88,23,4,21.53,24.39,0.02,Cloudy,0,26.38,Autumn
01-05-2022,S002,P0004,Clothing,South,153,150,43,168.6,33.83,3.21,Sunny,0,31.04,Spring
23-05-2022,S002,P0017,Toys,South,435,53,140,52.91,19.09,4.62,Rainy,0,18.48,Spring
15-01-2022,S003,P0014,Electronics,East,440,211,64,250.87,190.45,25.55,Sunny,0,208.93,Winter
05-09-2022,S004,P0015,Clothing,West,244,151,25,124.88,55.79,6.68,Snowy,0,51.06,Autumn
06-08-2022,S002,P0006,Furniture,South,130,45,43,53.15,181.43,33.5,Rainy,1,174.93,Summer
17-04-2022,S001,P0007,Groceries,North,482,189,9,226.63,4.15,1.11,Cloudy,0,4.51,Spring
03-04-2023,S001,P0014,Electronics,North,178,115,117,93.22,200.56,35.2,Sunny,0,215.04,Spring
20-03-2023,S001,P0010,Clothing,North,67,52,56,57.18,47.73,9.07,Sunny,1,46.62,Spring
26-05-2023,S003,P0016,Furniture,East,115,39,12,42.01,240.37,40.04,Sunny,0,219.45,Spring
02-10-2022,S003,P0012,Clothing,East,288,14,125,14.83,90.65,21.9,Cloudy,0,82.69,Autumn
20-02-2022,S005,P0012,Clothing,North,329,152,31,153.66,90.48,6.89,Sunny,0,87.62,Winter
22-09-2022,S002,P0020,Clothing,South,113,98,11,93.49,69.22,6.39,Sunny,0,64.6,Autumn
23-06-2022,S001,P0016,Furniture,North,316,174,46,183.32,240.76,37.56,Cloudy,0,252.99,Summer
08-07-2023,S001,P0004,Clothing,North,425,149,117,135.1,34.16,8.24,Snowy,0,32.29,Summer
06-06-2023,S005,P0010,Clothing,North,487,114,97,128.23,45.86,12.62,Snowy,0,48.86,Summer
02-01-2023,S002,P0020,Clothing,South,487,160,125,137.68,75.21,10.92,Rainy,0,73.16,Winter
26-01-2023,S003,P0016,Furniture,East,416,381,52,311.8,250.29,19.69,Sunny,0,245.4,Winter
28-11-2023,S002,P0017,Toys,South,320,78,82,67.71,20.03,4.85,Rainy,1,21.52,Autumn
31-05-2022,S005,P0010,Clothing,North,440,433,74,481.9,46.93,11.39,Rainy,0,44.24,Spring
15-09-2022,S005,P0007,Groceries,North,299,137,111,144.09,4.2,0.44,Cloudy,1,4.27,Autumn
19-12-2023,S001,P0003,Toys,North,290,44,10,46.48,26.87,4.94,Cloudy,0,29.16,Winter
21-08-2022,S004,P0008,Electronics,West,92,18,1,17.44,298.8,46.79,Snowy,0,277.63,Summer
30-07-2022,S005,P0017,Toys,North,352,335,89,302.8,19.15,0.88,Snowy,0,19.34,Summer
06-06-2023,S003,P0018,Groceries,East,303,276,124,221.76,8.7,0.13,Rainy,0,9.56,Summer
14-09-2022,S003,P0003,Toys,East,334,151,2,132.05,28.42,3.34,Snowy,1,25.85,Autumn
30-09-2022,S005,P0011,Furniture,North,492,80,63,81.88,120.46,16.35,Rainy,0,115.63,Autumn
13-05-2023,S001,P0017,Toys,North,110,18,38,19.93,19.6,1.57,Sunny,0,19.38,Spring
28-04-2023,S004,P0011,Furniture,West,183,118,78,129.73,117.17,1.51,Cloudy,0,124.15,Spring
25-12-2023,S004,P0009,Groceries,West,472,429,99,352.56,14.75,1.4,Cloudy,1,15.73,Winter
23-01-2023,S002,P0019,Electronics,South,223,63,73,70.34,501.8,50.26,Snowy,1,483.77,Winter
30-11-2023,S004,P0013,Toys,West,133,32,120,31.29,24.73,1.11,Rainy,0,25.38,Autumn
30-12-2022,S001,P0019,Electronics,North,441,189,15,222.88,520.64,79.23,Cloudy,0,554.99,Winter
13-04-2022,S003,P0002,Toys,East,443,324,14,355.62,63.98,17.71,Snowy,0,67.46,Spring
15-01-2022,S003,P0015,Clothing,East,79,40,115,41.9,55.04,0.64,Cloudy,0,56.34,Winter
10-02-2023,S001,P0009,Groceries,North,430,148,121,122.55,15.16,1.63,Rainy,0,15.71,Winter
13-12-2023,S005,P0016,Furniture,North,400,37,116,32.51,260.82,65.06,Snowy,0,238.09,Winter
02-08-2022,S002,P0011,Furniture,South,366,187,135,166.42,119.9,27.94,Snowy,0,128.3,Summer
07-10-2023,S001,P0005,Electronics,North,325,5,69,4.07,73.63,1.84,Sunny,1,75.53,Autumn
12-11-2022,S001,P0015,Clothing,North,355,91,95,84.97,55.13,6.9,Cloudy,0,55.38,Autumn
28-05-2022,S002,P0020,Clothing,South,344,20,30,19.77,70.82,7.31,Snowy,0,77.65,Spring
29-05-2022,S005,P0009,Groceries,North,363,347,116,374.99,14.93,1.86,Sunny,0,16.2,Spring
25-07-2023,S004,P0007,Groceries,West,119,78,73,63.36,4.15,1.21,Snowy,0,3.82,Summer
29-10-2023,S004,P0009,Groceries,West,146,124,14,141.89,14.95,1.37,Sunny,0,15.61,Autumn
31-05-2023,S004,P0007,Groceries,West,122,50,31,57.93,3.87,0.39,Rainy,1,4.25,Spring
17-11-2023,S004,P0016,Furniture,West,256,28,2,32.14,243.39,23.42,Rainy,1,254.11,Autumn
08-06-2022,S005,P0012,Clothing,North,224,76,85,69.37,89.55,8.46,Cloudy,0,85.64,Summer
02-12-2023,S004,P0013,Toys,West,253,56,69,58.74,24.11,2.01,Snowy,1,22.76,Winter
26-07-2023,S004,P0011,Furniture,West,58,52,20,61.01,121.6,1.83,Sunny,0,123.45,Summer
27-06-2022,S001,P0010,Clothing,North,372,287,50,332.13,45.57,3.59,Sunny,0,41.41,Summer
28-01-2022,S005,P0006,Furniture,North,310,91,17,95.03,171.09,10.71,Sunny,1,180.92,Winter
02-05-2022,S002,P0008,Electronics,South,418,408,83,469.78,292.85,12.43,Cloudy,1,271.95,Spring
22-09-2023,S002,P0019,Electronics,South,475,122,24,143.01,483.82,86.37,Sunny,0,457.32,Autumn
10-05-2023,S001,P0013,Toys,North,356,347,101,411.9,25.32,5.42,Sunny,0,23.81,Spring
30-11-2023,S002,P0004,Clothing,South,56,46,128,38.22,31.24,4.08,Snowy,0,33.68,Autumn
25-10-2022,S001,P0018,Groceries,North,273,220,97,227.36,8.87,0.97,Cloudy,0,8.85,Autumn
05-11-2023,S003,P0016,Furniture,East,118,40,41,47.11,255.51,69.62,Snowy,1,260.93,Autumn
14-02-2023,S005,P0009,Groceries,North,276,144,14,167.58,15.01,4.12,Cloudy,0,15.27,Winter
16-02-2022,S004,P0016,Furniture,West,50,34,57,33.94,259.48,69.68,Rainy,0,283.15,Winter
23-06-2022,S005,P0018,Groceries,North,336,189,81,193.94,8.73,0.04,Snowy,0,8.44,Summer
13-07-2022,S004,P0018,Groceries,West,150,122,62,99.64,8.13,0.6,Snowy,0,7.74,Summer
08-01-2022,S005,P0014,Electronics,North,112,37,65,37.71,190.21,19.87,Sunny,0,182.1,Winter
27-09-2023,S005,P0012,Clothing,North,358,10,107,8.42,92.42,22.13,Rainy,0,101.12,Autumn
25-06-2022,S002,P0012,Clothing,South,87,49,99,57.95,87.04,2.52,Cloudy,1,78.68,Summer
19-09-2023,S001,P0010,Clothing,North,475,377,92,344.82,43.75,9.33,Rainy,0,46.13,Autumn
03-02-2022,S005,P0018,Groceries,North,491,83,3,92.78,8.6,0.49,Sunny,0,8.57,Winter
30-06-2023,S003,P0017,Toys,East,197,55,108,65.6,20.82,1.54,Rainy,0,21.66,Summer
01-02-2023,S005,P0016,Furniture,North,264,6,109,5.66,255.07,53.96,Sunny,0,262.77,Winter
25-10-2023,S001,P0012,Clothing,North,245,234,113,230.34,92.42,11.92,Snowy,0,92.39,Autumn
27-04-2022,S005,P0010,Clothing,North,201,147,20,148.17,46.37,0.1,Snowy,0,47.35,Spring
04-02-2023,S001,P0016,Furniture,North,105,54,10,60.81,258.6,18.27,Snowy,0,245.14,Winter
07-03-2023,S001,P0010,Clothing,North,137,93,120,101.23,45.56,13.15,Rainy,0,41.82,Spring
23-09-2023,S003,P0014,Electronics,East,174,140,136,136.16,193.8,17.78,Rainy,0,203.05,Autumn
18-04-2022,S005,P0020,Clothing,North,411,56,29,62.63,70.49,7.4,Snowy,0,67.18,Spring
20-10-2023,S001,P0013,Toys,North,325,259,35,214.34,25.63,3.65,Snowy,0,24.6,Autumn
24-07-2023,S002,P0006,Furniture,South,335,238,118,200.78,169.96,44.02,Cloudy,0,154.27,Summer
09-08-2023,S001,P0017,Toys,North,207,158,126,157.74,19.04,3.63,Snowy,0,20.32,Summer
19-06-2022,S005,P0005,Electronics,North,367,33,116,34.87,71.34,9.85,Rainy,0,73.92,Summer
15-08-2022,S003,P0004,Clothing,East,414,11,46,11.82,33.5,0.09,Snowy,0,31.05,Summer
23-12-2023,S004,P0010,Clothing,West,399,123,14,122.24,43.7,1.33,Cloudy,1,44.24,Winter
23-09-2022,S005,P0017,Toys,North,130,47,68,39.09,19.29,4.69,Cloudy,0,17.56,Autumn
10-02-2022,S003,P0006,Furniture,East,267,266,37,318.03,172.71,39.7,Rainy,0,179.03,Winter
